timestamp,zone_id,latitude,longitude,wind_speed_ms,wind_direction_deg,temperature_c,humidity_pct,traffic_emission_rate_kg_h,industrial_emission_rate_kg_h,rl_traffic_signal_offset_s,rl_green_corridor_active,rl_ventilation_control_mw,co2_concentration_ppm,pm25_ug_m3,reward_value
08-01-2026 16:00,Zone_003,37.72695247,-122.4576256,2.38,292.7,14.7,72.2,320.7,791.62,-18,0,3.84,507.33,88.19,8.02
08-01-2026 17:00,Zone_002,37.7356315,-122.4470424,2.62,211.8,32.5,52.8,322.84,792.64,-2,0,4.19,532.54,90.49,95.99
08-01-2026 18:00,Zone_005,37.84570926,-122.3658859,2.83,75.9,26.9,89.6,214.26,1185.61,7,1,1,650.2,29.48,79.33
08-01-2026 19:00,Zone_010,37.72714654,-122.3580315,4.95,85.2,25.8,38.7,457.01,537.85,28,0,1.01,528.28,57.71,-47.66
08-01-2026 20:00,Zone_006,37.82815776,-122.3661163,1.09,226.1,12.5,73.6,276.45,465.1,22,1,0.21,479.72,78.24,96.97
08-01-2026 21:00,Zone_007,37.77384168,-122.4370828,5.07,298.8,25.1,30.3,259.15,786.87,-18,1,4.85,435.64,12.87,5.28
08-01-2026 22:00,Zone_004,37.73708466,-122.3829452,6.38,149.6,13,90.1,498.88,1008.17,26,1,4.04,655.13,54.51,54.31
08-01-2026 23:00,Zone_007,37.83061249,-122.4285496,6.06,93,12,37.3,272.08,1130.45,-5,1,1.8,463.2,27.05,56.9
09-01-2026 00:00,Zone_008,37.76679579,-122.425369,4.9,312.1,23.2,36.2,130.28,983.44,-11,1,2.41,424.38,69.61,86.75
09-01-2026 01:00,Zone_001,37.7772226,-122.469298,10.15,240.9,20.1,51.6,280.88,569.34,-26,1,1.46,549.43,102.72,82.76
09-01-2026 02:00,Zone_006,37.75388501,-122.4113305,2.17,161.3,24.7,54.3,416.31,798.41,-11,0,2.99,413.85,67.72,-7.74
09-01-2026 03:00,Zone_008,37.78894263,-122.4720796,6.32,175.6,12.2,43.9,399.59,1041.93,-17,1,3.59,737.75,13.96,46.53
09-01-2026 04:00,Zone_005,37.72452858,-122.4502653,1.21,73.5,20.8,68,404.86,639.67,14,1,2.24,619.55,13.26,9.06
09-01-2026 05:00,Zone_004,37.75866223,-122.3717455,1.32,225.6,14.4,58.8,368.61,338.36,-17,0,4.37,453.44,76.61,28.83
09-01-2026 06:00,Zone_002,37.84541185,-122.4689386,7.1,129.1,34.7,32.2,164.4,286.7,-23,1,2.59,460.36,46.08,33.2
09-01-2026 07:00,Zone_006,37.73872001,-122.4893263,7.01,358.4,24,50.8,437.94,100.17,17,0,0.72,599.44,72.99,9.45
09-01-2026 08:00,Zone_006,37.7985105,-122.4896489,10.6,172.9,27.2,82.7,452.05,890.06,-18,0,3.11,524.8,28,19.58
09-01-2026 09:00,Zone_001,37.74877851,-122.3588823,6.92,174.9,18.1,74.8,137.37,222.21,-7,0,2.31,670.99,95.45,-18.75
09-01-2026 10:00,Zone_009,37.81602097,-122.4239619,11.54,203.7,12.4,77.1,108.71,368.22,-16,0,4.68,591.03,104.68,41.15
09-01-2026 11:00,Zone_006,37.71963105,-122.4385882,1.06,330,34.4,75.4,489.02,427.66,20,1,1.96,551.67,107.81,63.84
09-01-2026 12:00,Zone_003,37.84547316,-122.3783682,1.63,288.3,17.2,50.2,440.75,716.42,-30,1,2.01,737.04,43.45,14.46
09-01-2026 13:00,Zone_004,37.76806843,-122.3746261,1.01,162.4,20.6,36.5,451.96,537.75,-9,1,3.25,536.76,82.68,96.65
09-01-2026 14:00,Zone_004,37.73540757,-122.4501713,2.63,258.7,26.2,47.7,448.87,842.14,3,1,2.63,540.21,40.69,-41.42
09-01-2026 15:00,Zone_003,37.71102451,-122.3959573,6.72,211,10.6,84.1,293.76,161.2,19,0,1.87,633.02,93.9,38.37
09-01-2026 16:00,Zone_010,37.72546369,-122.3843316,7.92,177.3,30.3,93.7,340.88,236.33,20,0,4.95,683.32,23.26,37.54
09-01-2026 17:00,Zone_003,37.77796609,-122.4018024,1.02,69.2,23.4,62.1,295.41,649.13,9,0,1.51,619.18,93.9,-44.56
09-01-2026 18:00,Zone_003,37.75055048,-122.4772607,11.38,167,17,30.6,73.04,470.66,-28,1,1.39,644.51,58.37,-16.31
09-01-2026 19:00,Zone_004,37.8243325,-122.3686175,10.18,88.5,11.5,39.1,385.48,425.39,24,0,4.32,530.53,104.11,85.83
09-01-2026 20:00,Zone_007,37.76463313,-122.4191358,3.91,329.3,14.1,50.9,277.4,173.73,-5,1,0.02,567.82,91.28,31.68
09-01-2026 21:00,Zone_004,37.73730714,-122.4576291,1.39,120.7,32.4,67.6,341.47,1085.29,-17,1,1.01,468.96,51.42,15.46
09-01-2026 22:00,Zone_009,37.79257175,-122.4362158,2.45,342.8,27.2,34.9,276.19,861,27,1,2.95,638.09,109.39,12.32
09-01-2026 23:00,Zone_001,37.80601658,-122.4943643,1.96,191.9,16.2,91.3,271.32,233.78,10,0,0.81,477.51,41.17,83.22
10-01-2026 00:00,Zone_008,37.72505629,-122.48082,1.92,227.4,11.6,53.7,127.31,171.55,30,0,4.93,400.44,116.37,5.05
10-01-2026 01:00,Zone_007,37.72514288,-122.385168,6.46,195.5,27.3,89.3,175.42,1172.36,-23,1,2.32,726.82,94.39,78.88
10-01-2026 02:00,Zone_002,37.70550071,-122.4999983,3.33,46.6,24.3,80.7,121.48,849.29,18,1,2.99,507.11,118.97,-3.62
10-01-2026 03:00,Zone_008,37.8104603,-122.4375151,4.62,135.3,20.1,79.1,138.05,559.2,24,0,0.8,468.82,15.93,29.73
10-01-2026 04:00,Zone_001,37.79957068,-122.4216235,11.88,35.7,19.1,69.4,487.84,871.9,24,1,1.45,493.85,40.14,-28.43
10-01-2026 05:00,Zone_009,37.77119463,-122.4918048,8.37,224.3,15.4,70.7,118.9,931.96,25,1,3.07,515.66,91.54,73.75
10-01-2026 06:00,Zone_009,37.82662557,-122.3540383,11.41,160.9,26.7,71.5,171.17,957.96,-15,0,2.75,566.09,111.45,60.4
10-01-2026 07:00,Zone_002,37.82085052,-122.4660812,2.14,280.1,34.3,70.9,315.77,625.67,11,0,3.92,424.27,13.16,29.51
10-01-2026 08:00,Zone_007,37.78780315,-122.4543702,4.89,79.4,14.4,66,324.58,572.87,-10,0,1.35,418.44,10,-46.11
10-01-2026 09:00,Zone_010,37.83024069,-122.4544086,6.88,59.2,24.9,94.1,119.29,112.13,-21,0,3.27,502.52,38.19,22.19
10-01-2026 10:00,Zone_003,37.73087618,-122.4654375,1.38,146.3,20.6,77.6,407.17,1119.21,26,1,1.45,503.52,103.81,-16.22
10-01-2026 11:00,Zone_007,37.71678794,-122.4997789,0.55,333.6,21.2,80.5,403.34,763.64,-6,0,2.93,441.18,94.39,12.01
10-01-2026 12:00,Zone_010,37.74046244,-122.3905983,8.21,255.8,16.4,86.7,156.79,323.47,25,1,3.03,541.68,47.43,78.46
10-01-2026 13:00,Zone_009,37.70856303,-122.3549732,7.88,150.8,30.6,44,179.9,1111.56,7,1,0.61,499.41,10.22,65.44
10-01-2026 14:00,Zone_004,37.77967543,-122.466356,5.22,186.2,22.1,35.4,472.09,1106.43,-9,0,2.74,409.12,71.02,-13.71
10-01-2026 15:00,Zone_001,37.84049085,-122.4005429,6.13,30.3,23.6,61.4,421.55,1188.1,18,0,0.06,710,36.18,97.74
10-01-2026 16:00,Zone_002,37.70590153,-122.3887156,5.28,354.4,17.6,63.4,364.01,1061.46,30,0,2.51,710.11,92.02,85.48
10-01-2026 17:00,Zone_001,37.71831649,-122.3727362,0.78,239.9,14.5,83.9,87,1197.56,17,0,3.49,473.21,59.1,29.3
10-01-2026 18:00,Zone_005,37.76782985,-122.4366056,4.36,102.7,12.1,58.8,238.22,369.15,16,0,0.36,457.01,84.65,29.52
10-01-2026 19:00,Zone_005,37.84008125,-122.4545604,2.54,210.9,27.9,67.1,301.69,1026.47,23,1,4.69,591.55,103.75,85.19
10-01-2026 20:00,Zone_007,37.74742342,-122.4512057,1.63,39.4,14.9,64.3,134.34,1005.33,15,0,2.29,620.76,68.93,45.42
10-01-2026 21:00,Zone_009,37.77608522,-122.3931068,11.5,347.7,27.3,32.5,251.7,354.03,-27,0,4.69,735.14,46.96,30.5
10-01-2026 22:00,Zone_009,37.70623593,-122.3774831,7.39,62.9,19.8,70,320.46,208.28,-27,0,0.54,532.07,94.65,62.37
10-01-2026 23:00,Zone_003,37.72225148,-122.4727579,8.88,233.3,20.4,83.8,197.32,1177.36,-1,0,4.75,616.37,39.17,-14.74
11-01-2026 00:00,Zone_003,37.84799452,-122.4443588,4.13,88.4,21.7,40.2,401.43,425.63,-29,0,0.55,707.36,108.07,81.76
11-01-2026 01:00,Zone_003,37.8447678,-122.364709,5.02,258.3,19.2,68.6,428.2,1057.98,-2,1,2.31,557.48,17.86,29.71
11-01-2026 02:00,Zone_004,37.700741,-122.378996,3.22,279.7,12.5,68.6,195.62,104.54,12,0,4.69,442.82,101.9,40.52
11-01-2026 03:00,Zone_008,37.84277177,-122.3522712,1.62,242.4,17.7,40.7,427.4,123.13,5,1,1.16,532.11,20.07,-36.51
11-01-2026 04:00,Zone_006,37.79586799,-122.3868628,2.56,221.2,26.6,38,96.61,612.46,-10,0,0.17,447.8,16.18,-3.57
11-01-2026 05:00,Zone_008,37.83018774,-122.4410207,9.67,321.3,26.6,93.7,426.98,362.59,30,1,3.97,405.82,49.96,14.01
11-01-2026 06:00,Zone_001,37.76821098,-122.4114043,8.29,28.3,17.2,55.6,118.74,858.83,29,1,2.98,663.04,115.22,12.09
11-01-2026 07:00,Zone_008,37.7773394,-122.4008479,6.79,119.1,21.5,44.8,87.32,722.12,-10,0,2.57,483.45,118.18,66.74
11-01-2026 08:00,Zone_004,37.77332699,-122.4882316,5.96,89.4,14.8,41.1,338.8,185.23,17,0,0.17,400.7,32.23,-7.65
11-01-2026 09:00,Zone_001,37.80002964,-122.4183255,11.11,355.7,15.3,73.4,262.37,278.89,-10,0,3.27,705.35,26.35,-22.68
11-01-2026 10:00,Zone_008,37.72094769,-122.3936019,1.34,140.2,10.6,69.6,458.55,526.85,-27,1,0.86,555.33,48.82,37.39
11-01-2026 11:00,Zone_004,37.70449604,-122.4749018,3.73,263.7,32.4,71.8,213.44,304.16,-30,1,4.66,483.6,47.08,42.25
11-01-2026 12:00,Zone_006,37.74618949,-122.3829052,4.52,246.5,15.3,35.7,179.22,971.44,-5,0,3.43,491.98,93.56,-31.76
11-01-2026 13:00,Zone_008,37.80570211,-122.4124341,9.5,76.3,15.7,88.1,275.33,557.68,25,0,3.54,484.19,58.84,-49.63
11-01-2026 14:00,Zone_004,37.73027802,-122.3571667,11.91,86,17,55.3,255.18,202.78,20,1,1.16,468.09,95.79,87.65
11-01-2026 15:00,Zone_003,37.80101486,-122.4936367,3.27,101.3,13.2,50.4,204.99,632.78,-29,1,4.4,694.43,92.36,-38.05
11-01-2026 16:00,Zone_009,37.84548681,-122.4602011,10.55,148,26,60.1,362.18,199.92,-22,1,2.69,459.62,73.61,84.68
11-01-2026 17:00,Zone_003,37.71408511,-122.4097669,10.05,84.4,11.9,55.4,391.8,241.83,24,1,4.29,596.65,101.69,9.88
11-01-2026 18:00,Zone_009,37.80089032,-122.455516,3.08,7.1,13.4,86.1,433.84,363.57,26,0,1.35,427.06,31.52,47.96
11-01-2026 19:00,Zone_002,37.76656253,-122.3928364,5.09,316.6,26.1,90.4,487.79,1045.48,14,1,3.78,732.33,27.8,-22.16
11-01-2026 20:00,Zone_002,37.83022134,-122.3861492,5.21,347.6,18.5,49.7,170,1117.07,-13,1,2.87,611.16,92.57,73.59
11-01-2026 21:00,Zone_002,37.72657247,-122.4846226,11.75,123,27.7,86.2,372.24,1008.88,17,1,0.24,716.1,36.93,-22.97
11-01-2026 22:00,Zone_006,37.80389389,-122.4229218,2.58,121.9,23.9,80.8,227.42,467.48,17,0,2.03,539.26,10.31,7.98
11-01-2026 23:00,Zone_003,37.82571729,-122.4236664,9.69,2.6,16.4,90.5,354.69,399.69,26,0,0.92,683.74,110.32,-14.3
12-01-2026 00:00,Zone_009,37.84169213,-122.4446079,4.34,244.9,26.3,46,264.19,704.07,11,0,1.8,698.78,78.52,75.63
12-01-2026 01:00,Zone_004,37.8024872,-122.3600613,8.91,297.2,12.9,67.5,497.2,894.04,10,0,1.92,646.03,58.94,78.75
12-01-2026 02:00,Zone_001,37.77457621,-122.3758741,5.33,52.8,23.4,47.8,378.01,1192.71,-20,0,2.37,432.53,89.83,5.8
12-01-2026 03:00,Zone_004,37.79267709,-122.3954186,7.15,57.5,20.9,83.6,478.62,244.73,-6,1,3,405.63,46.67,-3.89
12-01-2026 04:00,Zone_001,37.83033575,-122.392851,10.08,284.4,16.7,30.3,425.74,154.22,-5,0,2.85,459,114.9,66.03
12-01-2026 05:00,Zone_005,37.78559146,-122.4307426,9.75,221.9,25.1,66.7,456.31,863.79,30,0,0.19,441.33,17.55,81.78
12-01-2026 06:00,Zone_004,37.70455806,-122.3618508,10.46,16.1,31.8,52,416.49,1015.45,27,1,3.75,653.8,80.5,43.6
12-01-2026 07:00,Zone_008,37.8396423,-122.3958107,1.19,224.1,35,51,256.62,1030.98,5,1,4.75,594.95,95.5,89.11
12-01-2026 08:00,Zone_008,37.80342901,-122.3906528,8.46,111.2,25.2,71.9,163.3,846.31,11,0,1.74,584.08,61.6,7.46
12-01-2026 09:00,Zone_007,37.80147701,-122.3707464,2.11,132.7,20.1,85.3,216.64,1149.42,4,0,0.9,488.5,93.05,-27.22
12-01-2026 10:00,Zone_003,37.73235127,-122.4588893,5.28,277.1,15.6,69.6,59.11,662.11,7,1,2.7,454.11,111.96,-23.05
12-01-2026 11:00,Zone_001,37.79883282,-122.3789394,6.81,291.9,16.4,85.5,285.8,1105.2,-28,1,3.52,472.29,91.84,50.47
12-01-2026 12:00,Zone_001,37.75907966,-122.4707139,5.13,144.1,22,47.2,277.28,1164.59,28,0,3.39,540.1,44.03,11.13
12-01-2026 13:00,Zone_003,37.79768495,-122.4481987,6.48,341,19.2,63.8,286.36,1031.87,10,0,3.06,659.05,71.8,-26.55
12-01-2026 14:00,Zone_006,37.71598895,-122.4496584,11.96,146.3,32.8,59.3,488.31,440.73,4,0,0.73,489.08,110.28,-6.17
12-01-2026 15:00,Zone_007,37.7986768,-122.3532212,2.05,277.9,19.2,30.8,460.15,315.84,19,1,4.18,644.51,59.4,29.59
12-01-2026 16:00,Zone_006,37.84991206,-122.3715194,8.27,174.2,19.3,66.2,122.77,702.93,9,0,2.13,572.03,84.99,-31.78
12-01-2026 17:00,Zone_006,37.70723181,-122.3948245,5.05,323.1,19.6,73,216,598.32,-9,0,1.11,709.9,61.21,-49.48
12-01-2026 18:00,Zone_006,37.84657613,-122.3909415,2.03,326.8,30.9,68.5,240.78,1065.53,-23,0,0.43,481.52,23.35,87.59
12-01-2026 19:00,Zone_003,37.76103619,-122.4156891,2.33,31.5,26.3,77.9,212.24,210.03,-16,1,2.08,557.8,16.45,-4.27
12-01-2026 20:00,Zone_006,37.83061302,-122.3579364,11.42,337.1,25.4,67.1,409.32,383.51,14,0,3.09,433.83,114.75,-16.78
12-01-2026 21:00,Zone_008,37.81735782,-122.4255612,10.62,297.2,18.4,34.3,285.82,926.98,-24,0,3.33,517.3,77.38,54.77
12-01-2026 22:00,Zone_002,37.78505244,-122.4429223,10.93,284.9,30.4,37.6,307.44,204.49,-12,1,4.81,577.41,21.42,78.01
12-01-2026 23:00,Zone_005,37.81076738,-122.4755447,11.9,72.3,11,68.8,433.86,452.84,9,0,0.77,656.46,104.32,44.84
13-01-2026 00:00,Zone_001,37.83177733,-122.3820692,2.9,289.8,31.8,47.9,412.67,525.87,11,0,4.93,469.33,67.5,-11.83
13-01-2026 01:00,Zone_001,37.76062105,-122.3898334,4.59,306,22.8,35.2,109.5,784.85,-14,1,3.27,476.33,94.91,79.25
13-01-2026 02:00,Zone_005,37.74905497,-122.4423467,8.2,104.1,20,57.9,371.26,273.95,-30,0,2.27,621.05,23.94,26.56
13-01-2026 03:00,Zone_003,37.80013901,-122.496221,6.06,342.8,22.4,66,245.95,1046.66,14,1,4.44,533.86,109.76,7.18
13-01-2026 04:00,Zone_004,37.82117689,-122.3741504,5.31,17.9,26.7,51.4,182.59,592.3,-2,0,3.47,568.73,74.96,40.71
13-01-2026 05:00,Zone_003,37.81434277,-122.4982873,4.61,54,10.3,76.8,72.51,1108.72,27,0,1.74,692.65,91.21,55.09
13-01-2026 06:00,Zone_001,37.81967205,-122.394445,7.33,193.5,31.8,71.8,269.26,614.66,-18,1,4.42,574.68,13.45,39.07
13-01-2026 07:00,Zone_001,37.7653375,-122.3544614,7.12,207.3,21.2,51.6,209.95,402.54,25,0,3.33,628.37,44.68,88.04
13-01-2026 08:00,Zone_005,37.82267513,-122.4343508,2.36,232.3,18.6,79.1,163.18,256.01,17,1,3.49,629.87,39.42,44.2
13-01-2026 09:00,Zone_006,37.71803136,-122.464754,5.93,6.1,13.5,72.2,362.6,104.12,-2,0,4.48,681.26,114.46,81.79
13-01-2026 10:00,Zone_003,37.78167336,-122.3942693,6.86,345.7,21,71.4,396.27,685.37,10,0,2.24,623.35,30.39,38.04
13-01-2026 11:00,Zone_009,37.7008638,-122.3774308,7.06,16.1,22.4,66,160.16,217.87,11,1,3.28,422.68,87.78,-0.55
13-01-2026 12:00,Zone_005,37.74868787,-122.4180355,2.92,51.5,20.1,30.7,72.25,530.9,-25,0,3.72,519.76,14.7,29.84
13-01-2026 13:00,Zone_008,37.75496923,-122.3549447,9.04,5,27,75.3,431.94,748.2,-26,0,2.27,746.26,31.75,-37.05
13-01-2026 14:00,Zone_001,37.7594259,-122.4922497,0.79,204.1,20.5,54.4,54.48,403.25,3,0,0.42,468.78,47.25,-15.47
13-01-2026 15:00,Zone_005,37.80432008,-122.4242807,4.58,335.6,34,91.3,471.7,292.75,-20,0,3.86,605.36,97.4,64.93
13-01-2026 16:00,Zone_003,37.75828372,-122.3922319,9.47,239.7,25,83.2,332.43,952.19,-22,1,0.24,695.03,96.9,49.22
13-01-2026 17:00,Zone_001,37.76730404,-122.3706039,6.98,296.2,30.2,68.2,194.83,1141.47,7,1,3.59,605.3,114.79,-25.02
13-01-2026 18:00,Zone_004,37.73563162,-122.4731117,3.5,4.8,12.7,46.4,160.92,210.48,9,1,4.55,530.29,110.84,15.7
13-01-2026 19:00,Zone_005,37.75598777,-122.3799995,8.49,195.1,19.9,43.2,54.05,271.15,10,1,1.73,428.08,18.97,-28.7
13-01-2026 20:00,Zone_007,37.73409044,-122.4170939,7.02,165.4,18.4,52.1,155.96,1156.01,-22,0,0.51,526.58,101.29,78.37
13-01-2026 21:00,Zone_001,37.71097939,-122.4405169,9.66,179.6,24.2,61,111.98,141.56,-23,0,1.16,463.72,59.63,-33.62
13-01-2026 22:00,Zone_003,37.79051729,-122.4802427,8.95,26,31.5,49.2,325.47,1175.4,13,1,2.81,736.3,105.25,48.14
13-01-2026 23:00,Zone_002,37.80023192,-122.3702056,7.52,246.4,12,63.5,124.95,105.11,27,0,4.71,650.26,19.82,41.05
14-01-2026 00:00,Zone_009,37.79292355,-122.476409,6.11,181.2,11.8,40.7,287.88,1061.04,9,0,2.56,662.28,100.5,20.92
14-01-2026 01:00,Zone_010,37.76952411,-122.4535318,2.03,275.5,31.3,93.6,315.55,438.06,-28,1,0.56,552.59,27.56,-8.26
14-01-2026 02:00,Zone_006,37.75696787,-122.4564932,3.51,174.7,15.3,37,184.12,1132.45,-18,0,3.14,438.49,46.72,10.59
14-01-2026 03:00,Zone_010,37.82950005,-122.3692879,5.32,53.8,26.7,90.6,65.78,448.64,-12,0,3.66,493.35,13.17,70.96
14-01-2026 04:00,Zone_003,37.77786227,-122.3990946,7.39,233.4,23.6,89.4,66.76,819.74,3,0,1.97,490.9,23.61,64.23
14-01-2026 05:00,Zone_008,37.77187728,-122.3804978,6.41,62.1,30.8,64.1,61.86,188.04,1,1,3.61,570.37,59.03,60.82
14-01-2026 06:00,Zone_008,37.70384631,-122.4624298,3.81,314.1,13.1,77.1,382.61,366.56,18,0,1.62,561.34,100.02,62.47
14-01-2026 07:00,Zone_002,37.75118717,-122.4062689,0.57,220.7,13.2,58.3,193.1,951.05,-15,0,3.95,551.69,95.1,-28.42
14-01-2026 08:00,Zone_006,37.75702934,-122.4142381,6.21,56.6,23.9,71,408.34,681.55,5,1,1.71,573.59,35.88,-35.14
14-01-2026 09:00,Zone_007,37.75982342,-122.3750754,3.78,346.4,33.7,52.1,244.28,1120.77,-13,1,1.28,745.46,26.69,79.22
14-01-2026 10:00,Zone_002,37.78702586,-122.3640869,8.95,186.6,20.4,49.6,253.85,571.63,-17,1,4.4,504.42,52.82,75.58
14-01-2026 11:00,Zone_010,37.78004038,-122.4981765,0.78,26.2,18.2,67.6,280.8,1056.79,-1,0,2.74,615.34,107.16,52.2
14-01-2026 12:00,Zone_002,37.79118576,-122.398897,7.23,225.7,25.2,62.4,370.86,593.85,-29,0,1.43,483.83,20.06,40.89
14-01-2026 13:00,Zone_010,37.81473249,-122.4922246,11.33,91.2,33.3,67.7,173.08,1177.17,-18,0,4.68,563.31,69.72,5.03
14-01-2026 14:00,Zone_001,37.82194786,-122.4176712,2.51,289.3,30.9,48.6,104.71,1155.82,-4,0,3.45,470.02,19.77,-16.39
14-01-2026 15:00,Zone_008,37.80771846,-122.4568551,5.92,294.4,34.9,53.9,300.23,462.05,28,0,1.1,595.37,61.72,50.15
14-01-2026 16:00,Zone_001,37.84332855,-122.4539835,1.55,352.4,10.6,35.5,197.14,1074.52,22,0,3.07,492.75,23.95,86.96
14-01-2026 17:00,Zone_009,37.70273489,-122.4470562,7.7,180.7,12.8,33.4,249.12,1032.37,21,0,4.35,412.88,18.84,15.55
14-01-2026 18:00,Zone_006,37.7293667,-122.4068061,6.83,163.8,25.2,46.5,341.13,331.75,-14,1,3.48,685.34,30.99,-4.52
14-01-2026 19:00,Zone_007,37.70113443,-122.4498925,5.18,271.3,30.5,34.8,272.36,786.72,0,1,1.22,444.89,38.08,-9.39
14-01-2026 20:00,Zone_010,37.79712121,-122.3900951,6.5,47.7,17.1,36.7,329.13,179.95,-16,0,3.24,528.81,40.39,-46.44
14-01-2026 21:00,Zone_007,37.83470458,-122.4393209,10.81,196.9,16,82.8,294.89,1020.38,26,0,3.1,567.01,80.98,28.05
14-01-2026 22:00,Zone_010,37.73652234,-122.489747,2.76,196.6,29.7,32.5,382.91,292,-11,0,4.1,551.37,16.05,98.24
14-01-2026 23:00,Zone_003,37.83905518,-122.382436,0.76,32.2,11.4,72.8,367.67,177.9,-26,0,0.89,653.98,18.89,72.29
15-01-2026 00:00,Zone_002,37.70904011,-122.4571363,10.41,150.5,19.2,47.7,290.39,540.24,-24,0,3.5,608.87,30.76,84.62
15-01-2026 01:00,Zone_009,37.8401654,-122.435085,7.14,307.2,22.6,86.7,355.51,734.61,-13,0,0.14,503.38,105.93,43.17
15-01-2026 02:00,Zone_008,37.7527434,-122.3971834,10.74,308.2,24,61.5,443.1,1040.41,25,1,3.48,418.1,79.15,22.22
15-01-2026 03:00,Zone_010,37.71521312,-122.4501316,7.36,35.7,28.2,49.9,244.52,1171.67,-20,1,4.8,668.66,90.34,98.57
15-01-2026 04:00,Zone_007,37.77288076,-122.4915122,9.82,32.7,18.9,63.6,235.74,583.44,1,1,0.87,523.38,50.74,17.07
15-01-2026 05:00,Zone_009,37.73851649,-122.4439118,5.44,94.6,25.3,54.8,393.91,166.49,19,1,1.56,711.4,33.45,87.52
15-01-2026 06:00,Zone_004,37.74273094,-122.3583327,9.12,314.9,24.6,66.7,312.15,924.03,-4,1,2.91,538.27,14.18,64.28
15-01-2026 07:00,Zone_004,37.74609349,-122.4037398,11,46.4,23.7,37.4,81.95,721.69,-5,1,3.66,651.18,63.74,-0.35
15-01-2026 08:00,Zone_001,37.82045388,-122.3992781,7.08,259.2,26,94.8,451.45,592.68,6,0,1.72,728.85,73.17,25.46
15-01-2026 09:00,Zone_008,37.78087419,-122.4051577,2.58,36.4,16.5,57.7,63.85,440.2,14,0,3.32,627.9,108.67,7.65
15-01-2026 10:00,Zone_003,37.74669615,-122.4701512,3.59,224.3,12.1,52.6,386.78,652.64,-3,1,4.5,544.72,107.03,-29.57
15-01-2026 11:00,Zone_007,37.79155007,-122.4372499,2.78,128.2,13,76.2,391.46,472.55,19,0,3.63,598.59,56.72,3.51
15-01-2026 12:00,Zone_002,37.8074226,-122.387359,3.34,284,15.6,53.7,478.9,932.71,-29,1,3.56,590.21,56.59,83.35
15-01-2026 13:00,Zone_002,37.7408936,-122.4847941,4.02,84.1,22.5,84.2,74.36,698.28,-11,1,1.91,604.69,27.72,62.9
15-01-2026 14:00,Zone_007,37.76203237,-122.4583221,6.88,230.1,31,59.5,318.59,1064.53,-27,1,4.56,451.39,38.32,-8.36
15-01-2026 15:00,Zone_006,37.71828291,-122.4585521,7.26,84.8,27.5,76.8,242.53,697.9,-18,0,1.39,644.48,111.82,5.19
15-01-2026 16:00,Zone_003,37.7271724,-122.4351972,5.4,256.9,29.7,37,198.78,362.09,-7,0,1.03,450.77,25.51,42.47
15-01-2026 17:00,Zone_009,37.80216768,-122.3529447,7.58,314.5,18.8,85,90.64,1036.2,30,1,1.82,405.12,116.56,12.42
15-01-2026 18:00,Zone_010,37.72721575,-122.4898746,1.44,45.6,20.1,77.8,303.19,712.94,17,1,3.25,618.67,65.52,25.46
15-01-2026 19:00,Zone_006,37.77877451,-122.4221949,1.51,312,19.8,43.8,265.57,327.53,7,0,4.31,440.92,60.23,54.73
15-01-2026 20:00,Zone_010,37.80635694,-122.4730953,2.48,213.7,14.8,39.4,97.05,785.86,27,1,0.66,669.64,29.21,20.09
15-01-2026 21:00,Zone_010,37.71603154,-122.3543985,6.46,45.8,11.5,50.6,325.62,493.49,9,1,4.07,703.09,82.77,-21.35
15-01-2026 22:00,Zone_006,37.78509683,-122.4830045,2.96,153.9,24.8,93.4,382.08,1028.85,17,0,4.06,730.66,60.58,28.09
15-01-2026 23:00,Zone_001,37.73848442,-122.4394598,3.76,57.9,34.7,46.7,395.28,598.63,14,1,2.93,632.57,50.77,3.42
16-01-2026 00:00,Zone_004,37.84443903,-122.3893173,5.1,252.1,14.2,59.6,457.42,899.09,24,0,3.8,568.71,39.1,-6.39
16-01-2026 01:00,Zone_010,37.77253185,-122.3943168,9.84,273.2,11.2,32,234.26,205.09,-2,0,0.91,523.3,17.31,-0.78
16-01-2026 02:00,Zone_006,37.82089888,-122.4365907,0.66,38.1,29.5,55.8,478.88,535.63,27,0,0.85,571.82,67.13,15.85
16-01-2026 03:00,Zone_006,37.78253398,-122.4480214,7.97,182.2,16.3,67.1,439.44,1181.57,5,1,4.31,466.62,44.42,82.99
16-01-2026 04:00,Zone_005,37.70651188,-122.4403581,8.19,293.3,30.7,92,183.43,989.31,-29,1,2.49,521.95,87.87,60.11
16-01-2026 05:00,Zone_001,37.79497271,-122.4603586,9.68,337,27.6,63.6,121.68,275.93,10,0,1.23,651.28,89.59,50.18
16-01-2026 06:00,Zone_008,37.8427105,-122.4692001,11.23,184.9,33.6,83.2,245.93,405.54,-13,1,3.44,476.1,46.53,20.69
16-01-2026 07:00,Zone_005,37.79024177,-122.427544,0.73,342.1,20.2,65.6,230.85,462.8,18,1,4.46,492.42,83.6,-49.73
16-01-2026 08:00,Zone_005,37.82287833,-122.4597199,2.27,192.8,26.5,32.7,309.07,815.4,-23,1,3.16,662.26,38.45,1.08
16-01-2026 09:00,Zone_007,37.83263097,-122.4568808,10.69,141.9,21.6,50.5,312.52,932.69,27,0,1.74,462.24,89.99,71.98
